id,name,order,active,createdAt,description,typeId,totalActivities,code,levelId,learningMore,periodId,levelCodeId,institutionId,carrerId,sessionId,startDate,endDate,regionalId,campusId,localId,hasEcampus,hasEyoung,hasActivated,days,scheduleStart,scheduleEnd
000000041427,Seg Quar 07:00 - 07:05,0,1,2021-11-29T23:16:01.000Z,KINDER 1,1,101,PBMATK1,128,kanttum,2220,100828,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041428,Seg Quar 07:05 - 07:10,0,1,2021-11-29T23:27:01.000Z,KINDER 2,2,101,PBMATK2,131,kanttum,2220,100829,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041429,Seg Quar 07:10 - 07:15,0,1,2021-11-29T23:37:01.000Z,KINDER 3,1,101,PBMATK3,132,kanttum,2220,100830,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041430,Seg Quar 07:15 - 07:20,0,1,2021-11-29T23:41:00.000Z,YEAR 1,2,46,PBMATY1,130,kanttum,2220,100831,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041431,Seg Quar 07:20 - 07:25,0,1,2021-11-29T23:44:00.000Z,YEAR 2,1,47,PBMATY2,133,kanttum,2220,100832,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041432,Seg Quar 07:25 - 07:30,0,1,2021-11-29T23:46:00.000Z,YEAR 3,1,46,PBMATY3,134,kanttum,2220,100833,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041433,Seg Quar 07:30 - 07:35,0,1,2021-11-29T23:49:00.000Z,YEAR 4/EFL,2,107,EFLMATY4,139,kanttum,2220,100834,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041434,Seg Quar 07:35 - 07:40,0,1,2021-11-29T23:51:01.000Z,YEAR 5/EFL,1,101,EFLMATY5,282,kanttum,2220,100835,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041435,Ter Quin 07:00 - 07:05,0,1,2021-11-29T23:54:01.000Z,YEAR 6,2,23,PBMATY6,141,kanttum,2220,100838,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041436,Ter Quin 07:05 - 07:10,0,1,2021-11-29T23:58:00.000Z,YEAR 7,2,20,PBMATY7,142,kanttum,2220,100839,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041437,Ter Quin 07:10 - 07:15,0,1,2021-11-30T00:00:00.000Z,YEAR 8,2,24,PBMATY8,143,kanttum,2220,100840,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041438,Ter Quin 07:15 - 07:20,0,1,2021-11-30T00:02:01.000Z,YEAR 9,2,25,PBMATY9,144,kanttum,2220,100841,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041439,Ter Quin 07:20 - 07:25,0,1,2021-11-30T00:05:01.000Z,HIGH GLOBAL 1,2,85,PBMATHG1,135,kanttum,2220,100842,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041440,Ter Quin 07:25 - 07:30,0,1,2021-11-30T00:07:00.000Z,HIGH GLOBAL 2,2,84,PBMATHG2,137,kanttum,2220,100843,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041441,Ter Quin 07:30 - 07:35,0,1,2021-11-30T00:09:00.000Z,HIGH GLOBAL 3,2,85,PBMATHG3,138,kanttum,2220,100844,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041442,Sex 07:00 - 07:05,0,1,2021-11-30T00:18:02.000Z,INTERPLAY +2_K1,2,65,D2MATK1,157,kanttum,2220,100883,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041443,Sex 07:05 - 07:10,0,1,2021-11-30T00:21:00.000Z,INTERPLAY +2_K2,2,64,D2MATK2,158,kanttum,2220,100884,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041444,Sexta - 11:00/12:40,0,1,2021-11-30T00:23:00.000Z,INTERPLAY +5_K3,2,154,D5MATK3,297,kanttum,2220,100888,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,0,0,0,,,
000000041445,Sex 07:15 - 07:20,0,1,2021-11-30T00:25:00.000Z,DRAMA Y1,2,71,DSMATY1,145,kanttum,2220,100856,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041446,Sex 07:20 - 07:25,0,1,2021-11-30T00:28:00.000Z,DRAMA Y2,1,36,DSMATY2,298,kanttum,2220,100857,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,0,0,1,, , 
000000041447,Sex 07:25 - 07:30,0,1,2021-11-30T00:32:00.000Z,DRAMA Y3,1,34,DSMATY3,416,kanttum,2220,100858,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041448,Sex 07:30 - 07:35,0,1,2021-11-30T00:34:00.000Z,DRAMA Y4,2,72,DSMATY4,146,kanttum,2220,100859,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041449,Sex 07:35 - 07:40,0,1,2021-11-30T00:36:00.000Z,DRAMA Y5,1,72,DSMATY5,300,kanttum,2220,100860,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041450,Sab 07:00 - 07:05,0,1,2021-11-30T00:48:00.000Z,A&S YEAR 1,2,35,ASMATY1,160,kanttum,2220,100865,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041451,Sab 07:05 - 07:10,0,1,2021-11-30T00:50:01.000Z,A&S YEAR 2,2,34,ASMATY2,161,kanttum,2220,100866,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041452,Sab 07:10 - 07:15,0,1,2021-11-30T00:52:01.000Z,A&S YEAR 3,2,41,ASMATY3,162,kanttum,2220,100867,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041453,Sab 07:15 - 07:20,0,1,2021-11-30T00:55:01.000Z,A&S YEAR 4,2,39,ASMATY4,163,kanttum,2220,100868,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041454,Sab 07:20 - 07:25,0,1,2021-11-30T00:57:00.000Z,A&S YEAR 5,2,59,ASMATY5,164,kanttum,2220,100869,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041455,Sab 07:25 - 07:30,0,1,2021-11-30T00:59:00.000Z,INTERTWINE +3_Y6,2,102,ITSMAY6,155,kanttum,2220,100915,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,0,0,1,, , 
000000041456,Sab 07:30 - 07:35,0,1,2021-11-30T01:02:00.000Z,INTERTWINE +3_Y7,2,102,ITSMAY7,156,kanttum,2220,100916,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,0,0,1,, , 
000000041457,Sab 07:35 - 07:40,0,1,2021-11-30T01:04:00.000Z,INTERTWINE +3_Y8,2,104,ITSMAY8,200,kanttum,2220,100917,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,0,0,1,, , 
000000041458,Sab 07:40 - 07:45,0,1,2021-11-30T01:06:01.000Z,INTERTWINE +3_Y9,2,102,ITSMAY9,201,kanttum,2220,100918,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,0,0,1,, , 
000000041459,Sab 07:45 - 07:50,0,1,2021-11-30T01:08:00.000Z,V&P YEAR 6,2,36,VPMATY6,169,kanttum,2220,100874,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041460,Sab 07:50 - 07:55,0,1,2021-11-30T01:10:00.000Z,V&P YEAR 7,2,36,VPMATY7,170,kanttum,2220,100875,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041461,Sab 07:55 - 08:00,0,1,2021-11-30T01:12:00.000Z,V&P YEAR 8,1,31,VPMATY8,171,kanttum,2220,100876,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041462,Sab 08:00 - 08:05,0,1,2021-11-30T01:14:00.000Z,V&P YEAR 9,2,36,VPMATY9,172,kanttum,2220,100877,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041508,Turma A -  / ,0,1,2021-12-02T15:35:01.000Z,KINDER 2 SP 3HS,2,40,K2FCL3,78,eyoung,2220,100772,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,6,32,157,0,1,0,,,
000000041545,Sex 11:00 - 12:40,0,1,2021-12-03T18:35:01.000Z,INTERPLAY +2_K3,2,63,D2MATK3,159,kanttum,2220,100885,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041548,Sab 08:05 - 08:10,0,1,2021-12-03T19:24:01.000Z,INTERTWINE +3_Y1,2,97,DPMATY1,154,kanttum,2220,100889,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041549,Sab 08:10 - 08:15,0,1,2021-12-03T19:34:00.000Z,INTERTWINE +3_Y2,2,97,DPMATY2,153,kanttum,2220,100890,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041550,Sab 08:15 - 08:20,0,1,2021-12-03T19:38:00.000Z,INTERTWINE +3_Y3,2,97,DPMATY3,197,kanttum,2220,100891,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041551,Sab 08:20 - 08:25,0,1,2021-12-03T19:43:05.000Z,INTERTWINE +3_Y4,2,97,DPMATY4,198,kanttum,2220,100892,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041552,Sab 08:25 - 08:30,0,1,2021-12-03T19:48:01.000Z,INTERTWINE +3_Y5,2,97,DPMATY5,199,kanttum,2220,100893,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041592,Turma A -  / ,0,1,2021-12-08T16:16:00.000Z,KINDER 1 SP 3HS,2,40,K1FCL3,77,eyoung,2220,100771,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,1,1,,,
000000041593,Turma A -  / ,0,1,2021-12-08T16:18:00.000Z,KINDER 2 SP 3HS,2,40,K2FCL3,78,eyoung,2220,100772,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,1,1,,,
000000041594,Turma A -  / ,0,1,2021-12-08T16:20:05.000Z,KINDER 3 SP 3HS,2,40,K3FCL3,79,eyoung,2220,100773,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,1,1,,,
000000041595,Turma A -  / ,0,1,2021-12-08T16:23:02.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2220,100774,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,1,1,,,
000000041596,Turma A -  / ,0,1,2021-12-08T16:24:01.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2220,100775,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,1,1,,,
000000041597,Turma A -  / ,0,1,2021-12-08T16:27:04.000Z,YEAR 3 SP 3HS,2,87,Y3FCL3,69,eyoung,2220,100776,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,1,1,,,
000000041599,Turma A -  / ,0,1,2021-12-08T16:31:00.000Z,YEAR 4 SP 3HS,2,84,Y4FEF3,70,eyoung,2220,100777,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,1,1,,,
000000041601,Turma A -  / ,0,1,2021-12-08T16:33:01.000Z,YEAR 4 SP 3HS,2,90,Y4FCL3,195,eyoung,2220,100778,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,1,1,,,
000000041603,Turma A -  / ,0,1,2021-12-08T16:37:02.000Z,YEAR 5 SP 3HS,2,83,Y5FEF3,80,eyoung,2220,100779,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,1,1,,,
000000041604,Turma A -  / ,0,1,2021-12-08T16:39:00.000Z,YEAR 5 SP 3HS,2,84,Y5FCL3,299,eyoung,2220,100780,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,1,1,,,
000000041605,Turma A -  / ,0,1,2021-12-08T16:42:01.000Z,YEAR 6 SP 3HS,2,99,Y6FCLI13,109,podcast,2220,100781,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041606,Turma A -  / ,0,1,2021-12-08T16:43:00.000Z,YEAR 7 SP 3HS,1,115,Y7FCLI23,108,podcast,2220,100782,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041607,Turma A -  / ,0,1,2021-12-08T16:45:03.000Z,YEAR 8 SP 3HS,1,117,Y8FCLI33,74,podcast,2220,100783,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041608,Turma A -  / ,0,1,2021-12-08T16:48:00.000Z,YEAR 9 SP 3HS,1,114,Y9FCLI43,113,podcast,2220,100784,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041609,Turma A -  / ,0,1,2021-12-08T16:50:02.000Z,HIGH EXTENSION 1 SP 2HS,2,59,HE1FEF2,176,spboost,2220,100785,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041610,Turma A -  / ,0,1,2021-12-08T17:45:05.000Z,HIGH EXTENSION 2 SP 2HS,2,49,HE2FEF2,177,spboost,2220,100786,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041611,Turma A -  / ,0,1,2021-12-08T17:45:05.000Z,HIGH EXTENSION 3 SP 2HS,2,48,HE3FEF2,178,spboost,2220,100787,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041612,Turma A -  / ,0,1,2021-12-08T19:08:09.000Z,HIGH GLOBAL 1 SP 2HS,1,67,HG1FEF2,105,spboost,2220,100788,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041614,Turma A -  / ,0,1,2021-12-08T17:45:04.000Z,HIGH GLOBAL 2 SP 2HS,2,67,HG2FEF2,107,spboost,2220,100789,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041615,Turma A -  / ,0,1,2021-12-08T17:45:05.000Z,HIGH GLOBAL 3 SP 2HS,1,68,HG3FEF2,117,spboost,2220,100790,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041616,Turma A -  / ,0,1,2021-12-08T17:45:05.000Z,HIGH PLUS 1 SP 2HS,2,66,HF1FEF2,179,spboost,2220,100791,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041617,Turma A -  / ,0,1,2021-12-08T17:45:05.000Z,HIGH PLUS 2 SP 2HS,2,48,HF2FEF2,180,spboost,2220,100792,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041618,Turma A -  / ,0,1,2021-12-08T17:45:05.000Z,HIGH PLUS 3 SP 2HS,2,47,HF3FEF2,181,spboost,2220,100793,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041784,Segunda Terça Quarta Quinta Sexta - 08:00/08:50,0,1,2021-12-22T15:40:00.000Z,YEAR 1 SP 6HS,2,91,Y1FCL6,67,eyoung,2220,100797,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,26,160,0,0,0,,,
000000041785,Sexta - 07:10/07:15,0,1,2021-12-22T17:36:00.000Z,INTERPLAY +2_K3,2,63,D2MATK3,159,kanttum,2220,100885,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,0,0,0,,,
000000041787,Seg Quar 08:05 - 08:10,0,1,2021-12-22T21:13:00.000Z,KINDER (KINDER),1,23,PBF_KIN,208,kanttum,2220,100664,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041788,Seg Quar 08:10 - 08:15,0,1,2021-12-22T21:21:00.000Z,PRIMARY (ANOS INICIAIS),1,28,PBF_PRIM,207,kanttum,2220,100658,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041789,Seg Quar 08:00 - 08:05,0,1,2021-12-22T21:25:00.000Z,SECONDARY (ANOS FINAIS),1,19,PBF_SEC,209,kanttum,2220,100679,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041790,Seg Quar 08:15 - 08:20,0,1,2021-12-22T21:53:00.000Z,HIGH GLOBAL,1,19,PBF_HG,210,kanttum,2220,100665,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041791,Seg Quar 08:20 - 08:25,0,1,2021-12-22T21:55:00.000Z,DRAMA (PRIMARY),1,11,PBFDR_PR,212,kanttum,2220,100669,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041792,Seg Quar 08:25 - 08:30,0,1,2021-12-22T21:58:00.000Z,ARTS & SCIENCE (PRIMARY),1,11,PBFAS_PR,211,kanttum,2220,100668,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041793,Seg Quar 08:30 - 08:35,0,1,2021-12-22T22:03:00.000Z,VIDEO & PODCAST (SECONDARY),1,8,PBFVP_SE,213,kanttum,2220,100670,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041794,Seg Quar 08:35 - 08:40,0,1,2021-12-22T22:04:00.000Z,INTERPLAY +2 (KINDER),1,7,PBFDI_+2,214,kanttum,2220,100682,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041795,Seg Quar 08:45 - 08:50,0,1,2021-12-22T22:07:00.000Z,INTERTWINE +3 (PRIMARY),1,6,PBFDIP+3,215,kanttum,2220,100678,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041796,Seg Quar 08:50 - 08:55,0,1,2021-12-22T22:09:00.000Z,INTERTWINE +3 (SECONDARY),1,6,PBFDIS+3,216,kanttum,2220,100663,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,7,51,55,1,0,1,, , 
000000041797,Quin 07:30 - 08:20,0,1,2021-12-23T00:20:00.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2220,100774,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,23,161,0,0,1,Turma A, , 
000000041832,Turma A -  / ,0,1,2021-12-27T13:17:00.000Z,YEAR 9 SP 10HS,2,91,Y9FCLI4X,436,podcast,2220,100707,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041833,Turma A -  / ,0,1,2021-12-27T13:18:03.000Z,YEAR 9 SP 6HS,1,114,Y9FCLI46,113,podcast,2220,100805,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,22,158,0,0,1,,,
000000041849,Segunda Quarta - 14:00/15:00,0,1,2022-01-05T16:57:00.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2220,100774,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1,1,162,0,0,1,,,
000000041850, -  / ,0,1,2022-07-12T18:27:05.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2220,100774,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,23,161,0,1,0,,,
000000041853,Segunda Quarta Sexta - 07:00/07:50,0,1,2022-01-05T18:08:00.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2220,100774,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1,1,162,0,0,0,,,
000000041854,Seg 07:20 - 08:10,0,1,2022-01-06T13:01:00.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2220,100774,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1,1,162,0,0,1,Turma A, , 
000000041855,Ter Quin 16:20 - 17:10,0,1,2022-01-06T13:17:00.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2220,100774,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,23,161,0,0,1,Turma A, , 
000000041857,Segunda Quarta Sexta - 07:00/07:50,0,1,2022-01-06T13:38:00.000Z,KINDER 1 SP 3HS,2,40,K1FCL3,77,eyoung,2220,100771,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,26,163,0,0,0,,,
000000041858,Seg Quar Sex 07:00 - 07:50,0,1,2022-01-06T13:55:00.000Z,KINDER 1 SP 3HS,2,40,K1FCL3,77,eyoung,2220,100771,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,26,164,0,0,1,Turma A, , 
000000041871,Seg 14:50 - 15:40,0,1,2022-01-07T12:53:00.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2220,100774,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1,1,162,0,0,1,Turma B, , 
000000041872,Seg 09:20 - 10:10,0,1,2022-01-07T12:59:00.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2220,100775,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1,1,162,0,0,1,Turma A, , 
000000041873,Seg 14:00 - 14:50,0,1,2022-01-07T13:06:00.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2220,100775,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1,1,162,0,0,1,Turma B, , 
000000041874,Quar 07:20 - 08:10,0,1,2022-01-07T13:10:01.000Z,YEAR 3 SP 3HS,2,87,Y3FCL3,69,eyoung,2220,100776,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1,1,162,0,0,1,Turma A, , 
000000041875,Seg 11:00 - 11:50,0,1,2022-01-07T13:14:04.000Z,YEAR 3 SP 3HS,2,87,Y3FCL3,69,eyoung,2220,100776,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1,1,162,0,0,1,Turma B, , 
000000041876,Segunda Quarta Sexta - 07:00/07:50,0,1,2022-01-07T13:18:01.000Z,YEAR 4 SP 3HS,2,90,Y4FCL3,195,eyoung,2220,100778,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1,1,162,0,0,1,,,
000000041877,Ter 09:30 - 10:20,0,1,2022-01-07T13:33:00.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2220,100775,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,23,161,0,0,1,Turma A, , 
000000041878,Sex 07:20 - 08:10,0,1,2022-01-07T13:34:02.000Z,YEAR 4 SP 3HS,2,84,Y4FEF3,70,eyoung,2220,100777,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1,1,162,0,0,1,Turma A, , 
000000041879,Quar Quin 15:30 - 16:20,0,1,2022-01-07T13:41:03.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2220,100775,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,23,161,0,0,1,Turma B, , 
000000041880,Seg 13:10 - 14:00,0,1,2022-01-07T13:40:01.000Z,YEAR 4 SP 3HS,2,84,Y4FEF3,70,eyoung,2220,100777,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1,1,162,0,0,1,Turma B, , 
000000041881,Segunda Quarta Sexta - 12:00/12:50,0,1,2022-01-07T13:47:00.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2220,100775,ACISP,PBSP,200,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,3,23,161,0,0,1,,,
